passenger_name,tpep_pickup_datetime,tpep_dropoff_datetime,payment_method,passenger_count,trip_distance,fare_amount,tip_amount,tolls_amount,passenger_first_name,travel_time,total_amount
Jeremy Frederick,2017-01-22 23:31:17,2017-01-22 23:35:17,Card,1,0.94,5.0,1.26,0.0,Jeremy,0 days 00:04:00,6.26
Erika Fitzpatrick,2017-11-18 14:38:12,2017-11-18 14:45:46,Cash,3,0.97,6.5,0.0,0.0,Erika,0 days 00:07:34,6.5
Abigail Banks,2017-01-24 14:42:51,2017-01-24 14:48:23,Cash,2,0.63,5.5,1.58,0.0,Abigail,0 days 00:05:32,7.08
Shelia Dickson,2017-07-09 11:58:22,2017-07-09 12:11:16,Cash,1,3.05,13.0,1.3,0.0,Shelia,0 days 00:12:54,14.3
Dylan Horton,2017-08-07 23:46:05,2017-08-07 23:59:47,Cash,2,1.5,10.5,3.5,0.0,Dylan,0 days 00:13:42,14.0
David Chavez,2017-09-03 19:25:23,2017-09-03 19:30:14,Cash,1,1.57,6.5,1.46,0.0,David,0 days 00:04:51,7.96
Troy Mckenzie,2017-02-17 18:55:03,2017-02-17 19:07:12,Card,2,1.48,9.5,2.26,0.0,Troy,0 days 00:12:09,11.76
Heather Lewis,2017-02-03 22:50:52,2017-02-03 23:18:23,Cash,2,9.82,30.0,7.37,5.54,Heather,0 days 00:27:31,42.91
Justin Martin,2017-11-15 23:11:47,2017-11-15 23:20:16,Cash,1,1.7,8.0,1.0,0.0,Justin,0 days 00:08:29,9.0
Bobby Fletcher,2017-05-09 23:48:59,2017-05-09 23:54:38,Card,1,1.23,6.5,0.0,0.0,Bobby,0 days 00:05:39,6.5
Justin Smith,2017-02-08 09:08:55,2017-02-08 09:14:27,Cash,1,0.71,5.5,1.89,0.0,Justin,0 days 00:05:32,7.39
Elizabeth Peterson,2017-11-07 20:58:23,2017-11-07 21:05:08,Card,1,0.8,6.0,0.0,0.0,Elizabeth,0 days 00:06:45,6.0
Heather Hensley,2017-05-16 23:25:19,2017-05-16 23:42:16,Cash,5,3.28,14.0,0.0,0.0,Heather,0 days 00:16:57,14.0
Victoria Beck,2017-10-06 09:28:22,2017-10-06 10:28:33,Card,2,6.8,37.5,0.0,0.0,Victoria,0 days 01:00:11,37.5
Michael Walker,2017-06-09 15:50:29,2017-06-09 16:12:04,Card,1,2.04,14.5,0.0,0.0,Michael,0 days 00:21:35,14.5
Robin Jones,2017-08-07 08:21:27,2017-08-07 08:24:59,Card,1,0.6,4.5,1.05,0.0,Robin,0 days 00:03:32,5.55
Rebecca Johnson,2017-03-07 19:14:39,2017-03-07 20:02:03,Card,1,17.3,52.0,11.46,0.0,Rebecca,0 days 00:47:24,63.46
Gabriel Rodgers,2017-02-11 21:22:19,2017-02-11 21:34:37,Cash,2,3.2,12.5,3.45,0.0,Gabriel,0 days 00:12:18,15.95
Isabella Medina MD,2017-09-26 17:30:35,2017-09-26 17:41:53,Cash,1,1.8,9.5,2.25,0.0,Isabella,0 days 00:11:18,11.75
James Wall,2017-10-15 14:31:57,2017-10-15 14:50:47,Cash,1,2.8,14.0,0.0,0.0,James,0 days 00:18:50,14.0
Julia Davis,2017-08-27 18:16:59,2017-08-27 18:23:25,Cash,2,1.44,7.0,1.56,0.0,Julia,0 days 00:06:26,8.56
Stephen White,2017-09-04 20:22:34,2017-09-04 20:43:21,Cash,1,8.2,26.5,0.0,5.76,Stephen,0 days 00:20:47,32.26
Kristina Shaw,2017-10-14 14:11:46,2017-10-14 14:17:09,Cash,1,1.4,6.5,0.0,0.0,Kristina,0 days 00:05:23,6.5
Laura Rodgers,2017-04-01 17:18:38,2017-04-01 17:23:33,Card,2,1.1,6.0,1.35,0.0,Laura,0 days 00:04:55,7.35
Melissa Smith,2017-03-05 14:36:48,2017-03-05 14:47:22,Cash,1,1.52,9.0,1.96,0.0,Melissa,0 days 00:10:34,10.96
Lee Jones,2017-02-05 14:23:43,2017-02-05 14:57:54,Card,2,16.61,52.0,0.0,5.54,Lee,0 days 00:34:11,57.54
Austin Orozco,2017-03-04 16:00:24,2017-03-04 16:11:29,Cash,3,1.8,9.5,2.05,0.0,Austin,0 days 00:11:05,11.55
Jessica Martin,2017-07-08 18:09:04,2017-07-08 18:14:47,Card,1,0.92,5.5,1.26,0.0,Jessica,0 days 00:05:43,6.76
Jennifer Stewart,2017-11-09 14:57:54,2017-11-09 15:13:14,Card,1,1.13,10.0,0.0,0.0,Jennifer,0 days 00:15:20,10.0
Courtney Schmidt,2017-05-03 21:28:32,2017-05-03 22:10:09,Cash,1,10.1,37.0,3.0,5.76,Courtney,0 days 00:41:37,45.76
Zachary Johnson,2017-05-17 17:49:36,2017-05-17 18:01:47,Cash,1,1.9,10.0,3.5,0.0,Zachary,0 days 00:12:11,13.5
Barry Brown,2017-10-12 07:05:01,2017-10-12 07:09:11,Cash,1,0.6,5.0,1.0,0.0,Barry,0 days 00:04:10,6.0
Whitney Mitchell,2017-01-29 12:26:43,2017-01-29 12:48:51,Card,2,5.2,18.5,0.0,0.0,Whitney,0 days 00:22:08,18.5
Kristina Simmons,2017-06-14 11:41:25,2017-06-14 12:01:58,Card,1,9.28,27.5,6.81,5.76,Kristina,0 days 00:20:33,40.07
Janet Medina,2017-02-26 00:49:22,2017-02-26 00:54:45,Cash,2,0.66,5.5,0.0,0.0,Janet,0 days 00:05:23,5.5
Valerie Macdonald,2017-09-12 18:40:14,2017-09-12 18:56:32,Cash,1,2.18,12.0,2.76,0.0,Valerie,0 days 00:16:18,14.76
Sarah Schroeder,2017-06-24 03:55:15,2017-06-24 04:01:36,Cash,1,1.2,6.5,1.55,0.0,Sarah,0 days 00:06:21,8.05
Cameron Hamilton,2017-05-27 21:04:36,2017-05-27 21:16:03,Card,3,2.9,12.0,0.0,0.0,Cameron,0 days 00:11:27,12.0
Anthony Larson,2017-03-18 14:44:59,2017-03-18 14:54:56,Cash,3,1.32,8.0,1.76,0.0,Anthony,0 days 00:09:57,9.76
Jasmine Bentley,2017-04-17 12:39:47,2017-04-17 12:54:48,Cash,5,2.06,11.0,2.36,0.0,Jasmine,0 days 00:15:01,13.36
Mr. Joseph Dalton,2017-03-04 11:27:42,2017-03-04 12:05:06,Card,1,18.7,52.0,10.55,0.0,Mr.,0 days 00:37:24,62.55
Travis Hernandez,2017-04-23 19:06:52,2017-04-23 19:19:09,Card,1,1.16,9.0,0.0,0.0,Travis,0 days 00:12:17,9.0
Margaret Flynn,2017-07-03 22:37:41,2017-07-03 22:59:50,Cash,1,10.6,30.5,6.35,0.0,Margaret,0 days 00:22:09,36.85
Bryan Brown,2017-02-24 00:06:33,2017-02-24 00:20:23,Cash,1,2.33,11.5,0.0,0.0,Bryan,0 days 00:13:50,11.5
James Humphrey,2017-09-12 21:17:34,2017-09-12 21:25:58,Cash,5,2.41,9.5,0.0,0.0,James,0 days 00:08:24,9.5
Dakota Winters,2017-01-05 10:23:48,2017-01-05 10:38:18,Cash,2,2.98,11.5,0.0,0.0,Dakota,0 days 00:14:30,11.5
Jennifer Summers,2017-10-29 02:31:10,2017-10-29 02:43:05,Card,2,2.1,10.0,2.26,0.0,Jennifer,0 days 00:11:55,12.26
Ronnie Marshall,2017-11-15 08:37:08,2017-11-15 08:46:26,Cash,1,1.37,8.0,0.0,0.0,Ronnie,0 days 00:09:18,8.0
Zachary Gray,2017-12-10 20:59:12,2017-12-10 21:04:17,Cash,1,0.89,5.5,1.0,0.0,Zachary,0 days 00:05:05,6.5
Richard Jones,2017-10-09 15:44:21,2017-10-09 15:58:34,Cash,1,1.86,10.0,0.0,0.0,Richard,0 days 00:14:13,10.0
Julie Robinson,2017-12-21 12:26:17,2017-12-21 12:30:55,Cash,1,1.4,6.0,0.0,0.0,Julie,0 days 00:04:38,6.0
Andrew Petty DDS,2017-09-25 19:55:11,2017-09-25 20:11:14,Card,1,4.78,16.5,0.0,0.0,Andrew,0 days 00:16:03,16.5
Shawn Cantu,2017-02-25 21:22:38,2017-02-25 21:34:13,Cash,1,1.26,8.5,1.96,0.0,Shawn,0 days 00:11:35,10.46
Victoria Edwards,2017-10-19 22:42:41,2017-10-19 22:55:31,Cash,4,2.3,10.5,2.35,0.0,Victoria,0 days 00:12:50,12.85
Isaac Larson,2017-11-07 13:12:28,2017-11-07 13:29:23,Cash,1,6.3,20.5,0.0,0.0,Isaac,0 days 00:16:55,20.5
Bradley Reed III,2017-11-08 21:01:37,2017-11-08 21:03:35,Cash,1,0.38,3.5,0.0,0.0,Bradley,0 days 00:01:58,3.5
Kerry Martin,2017-05-26 17:27:07,2017-05-26 17:30:44,Card,5,0.59,4.5,0.0,0.0,Kerry,0 days 00:03:37,4.5
Christina Cuevas,2017-12-07 18:11:08,2017-12-07 19:09:01,Cash,1,12.62,45.0,9.36,0.0,Christina,0 days 00:57:53,54.36
Christine Harris,2017-04-11 14:03:19,2017-04-11 14:06:58,Cash,1,0.3,4.0,0.0,0.0,Christine,0 days 00:03:39,4.0
Julie Smith,2017-09-30 22:46:31,2017-09-30 23:20:16,Cash,4,9.39,31.0,7.61,5.76,Julie,0 days 00:33:45,44.37
Angela Price,2017-11-30 18:25:20,2017-11-30 18:35:36,Cash,2,0.7,7.5,1.0,0.0,Angela,0 days 00:10:16,8.5
Shane Martinez,2017-03-12 22:07:14,2017-03-12 22:12:21,Card,1,0.64,5.0,0.0,0.0,Shane,0 days 00:05:07,5.0
Loretta Rose,2017-03-28 21:10:08,2017-03-28 21:23:57,Card,1,1.66,10.5,3.54,0.0,Loretta,0 days 00:13:49,14.04
Jonathan Thompson,2017-01-23 13:10:19,2017-01-23 13:26:15,Card,2,1.8,11.0,3.5,0.0,Jonathan,0 days 00:15:56,14.5
Jacqueline Scott,2017-06-21 11:52:24,2017-06-21 12:04:31,Cash,1,1.4,9.5,2.05,0.0,Jacqueline,0 days 00:12:07,11.55
Jennifer Anderson,2017-06-06 20:24:24,2017-06-06 20:25:45,Card,1,0.3,3.0,0.7,0.0,Jennifer,0 days 00:01:21,3.7
Alan Baird,2017-12-20 14:50:49,2017-12-20 14:56:34,Cash,1,0.65,5.5,0.0,0.0,Alan,0 days 00:05:45,5.5
Heather Daniels,2017-03-05 07:34:56,2017-03-05 07:38:35,Cash,4,1.08,5.5,1.5,0.0,Heather,0 days 00:03:39,7.0
Sheila Phillips,2017-05-25 04:32:55,2017-05-25 04:48:54,Card,1,7.3,22.5,0.0,0.0,Sheila,0 days 00:15:59,22.5
Hannah Brown DVM,2017-04-21 12:22:00,2017-04-21 12:29:49,Card,1,0.8,6.5,1.0,0.0,Hannah,0 days 00:07:49,7.5
Patrick Lewis,2017-12-24 22:40:36,2017-12-24 22:52:54,Cash,1,1.83,9.5,2.0,0.0,Patrick,0 days 00:12:18,11.5
Henry Vaughan,2017-08-06 19:28:35,2017-08-06 19:55:20,Card,1,10.6,31.5,9.5,5.76,Henry,0 days 00:26:45,46.76
Bradley Johnson,2017-10-24 17:50:25,2017-10-24 17:53:21,Card,1,0.48,4.0,1.16,0.0,Bradley,0 days 00:02:56,5.16
Joshua Walter,2017-09-09 14:37:27,2017-09-09 15:01:12,Cash,5,9.11,28.0,2.0,5.76,Joshua,0 days 00:23:45,35.76
Jerry Williams,2017-02-03 18:24:15,2017-02-03 18:35:02,Card,1,1.28,8.5,2.06,0.0,Jerry,0 days 00:10:47,10.56
James Melton,2017-09-11 15:12:16,2017-09-11 15:21:07,Cash,1,1.24,8.0,1.76,0.0,James,0 days 00:08:51,9.76
Robert Ibarra,2017-12-05 15:56:59,2017-12-05 16:08:26,Card,1,1.27,9.0,1.96,0.0,Robert,0 days 00:11:27,10.96
Nicholas Hale,2017-11-18 16:38:33,2017-11-18 17:06:49,Cash,1,2.19,17.0,3.56,0.0,Nicholas,0 days 00:28:16,20.56
Nathan Duncan,2017-02-13 21:23:47,2017-02-13 21:37:17,Cash,3,3.0,12.0,0.0,0.0,Nathan,0 days 00:13:30,12.0
David Sanders,2017-08-06 16:51:04,2017-08-06 17:19:54,Cash,1,4.55,20.0,0.0,0.0,David,0 days 00:28:50,20.0
Stephanie Gonzales,2017-01-25 07:57:38,2017-01-25 08:01:32,Cash,1,0.92,5.0,1.0,0.0,Stephanie,0 days 00:03:54,6.0
Shawn Gilmore,2017-09-13 19:14:06,2017-09-13 19:24:50,Cash,1,1.15,8.5,2.06,0.0,Shawn,0 days 00:10:44,10.56
Julie Smith,2017-06-05 21:52:44,2017-06-05 22:08:45,Cash,1,3.07,13.0,2.86,0.0,Julie,0 days 00:16:01,15.86
Steve Brooks,2017-11-25 21:27:36,2017-11-25 21:46:33,Cash,2,2.05,13.0,3.58,0.0,Steve,0 days 00:18:57,16.58
Brittany Walker MD,2017-01-09 19:44:46,2017-01-09 19:48:58,Card,1,0.5,4.5,0.0,0.0,Brittany,0 days 00:04:12,4.5
Lisa White,2017-07-23 23:26:56,2017-07-23 23:42:41,Cash,5,3.87,14.0,0.0,0.0,Lisa,0 days 00:15:45,14.0
Dillon Bates,2017-01-06 05:19:36,2017-01-06 05:22:12,Card,1,0.8,4.5,0.0,0.0,Dillon,0 days 00:02:36,4.5
Anthony Yoder,2017-04-05 16:36:54,2017-04-05 17:31:29,Cash,2,11.3,39.0,9.31,5.76,Anthony,0 days 00:54:35,54.07
Christopher Gonzalez,2017-04-28 08:51:57,2017-04-28 08:59:34,Card,1,0.6,6.0,1.91,0.0,Christopher,0 days 00:07:37,7.91
Michael Vega,2017-12-30 00:56:49,2017-12-30 00:59:50,Cash,4,0.32,4.0,0.0,0.0,Michael,0 days 00:03:01,4.0
Kyle Watkins,2017-05-20 15:07:35,2017-05-20 15:13:12,Cash,1,0.7,5.5,1.25,0.0,Kyle,0 days 00:05:37,6.75
Penny Andrews,2017-11-20 11:21:15,2017-11-20 11:28:10,Card,1,0.8,6.0,3.0,0.0,Penny,0 days 00:06:55,9.0
Michelle Smith,2017-07-15 18:19:29,2017-07-15 18:32:17,Card,1,1.36,9.5,0.0,0.0,Michelle,0 days 00:12:48,9.5
Carolyn Andrews,2017-01-13 22:45:16,2017-01-13 22:56:12,Cash,1,2.33,10.0,2.26,0.0,Carolyn,0 days 00:10:56,12.26
Kyle Gutierrez,2017-10-30 16:40:41,2017-10-30 17:28:25,Cash,2,11.13,39.5,10.32,0.0,Kyle,0 days 00:47:44,49.82
Lawrence Webster,2017-02-04 10:17:20,2017-02-04 10:28:29,Card,2,3.81,12.5,2.0,0.0,Lawrence,0 days 00:11:09,14.5
Ronald Morgan,2017-06-30 21:01:21,2017-06-30 21:26:31,Cash,1,7.7,25.5,6.7,0.0,Ronald,0 days 00:25:10,32.2
Katherine Bailey,2017-09-25 12:54:54,2017-09-25 13:11:18,Card,1,3.3,14.0,2.95,0.0,Katherine,0 days 00:16:24,16.95
David Ochoa,2017-04-19 19:18:25,2017-04-19 19:21:52,Card,1,0.43,4.0,1.16,0.0,David,0 days 00:03:27,5.16
James Rojas,2017-09-17 14:51:34,2017-09-17 15:02:35,Card,1,1.98,9.5,2.06,0.0,James,0 days 00:11:01,11.56
Bruce Wood,2017-08-02 15:10:04,2017-08-02 15:16:46,Cash,1,1.49,7.0,0.0,0.0,Bruce,0 days 00:06:42,7.0
David Gibson,2017-10-02 21:09:05,2017-10-02 21:16:59,Cash,5,1.25,7.0,0.0,0.0,David,0 days 00:07:54,7.0
Kara Morse,2017-04-10 21:15:28,2017-04-10 21:43:46,Card,1,2.98,19.0,4.06,0.0,Kara,0 days 00:28:18,23.06
Nicole Adams,2017-05-02 22:59:28,2017-05-02 23:10:37,Cash,1,1.9,9.5,2.15,0.0,Nicole,0 days 00:11:09,11.65
Theresa Burgess,2017-07-12 18:32:35,2017-07-12 18:41:07,Card,1,1.7,8.5,1.0,0.0,Theresa,0 days 00:08:32,9.5
Craig Glover,2017-10-13 09:16:19,2017-10-13 09:22:16,Cash,1,0.9,6.0,1.7,0.0,Craig,0 days 00:05:57,7.7
Justin Martinez MD,2017-11-08 13:38:54,2017-11-08 13:48:59,Cash,1,1.2,8.0,1.0,0.0,Justin,0 days 00:10:05,9.0
Rachael Brown,2017-03-07 08:21:45,2017-03-07 08:31:18,Cash,1,1.38,8.0,0.0,0.0,Rachael,0 days 00:09:33,8.0
John Gillespie,2017-11-04 23:46:14,2017-11-05 00:05:20,Card,1,5.86,20.5,0.0,0.0,John,0 days 00:19:06,20.5
Patrick Simpson,2017-02-02 18:37:42,2017-02-02 18:44:57,Cash,1,1.24,7.0,2.2,0.0,Patrick,0 days 00:07:15,9.2
Dr. Hannah Gonzalez,2017-11-16 23:32:31,2017-11-16 23:37:22,Cash,1,0.64,5.0,0.0,0.0,Dr.,0 days 00:04:51,5.0
Jose Larsen,2017-11-26 16:41:09,2017-11-26 17:33:58,Cash,2,17.41,52.0,11.71,5.76,Jose,0 days 00:52:49,69.47
Jerry Williams,2017-11-27 10:35:31,2017-11-27 10:44:55,Card,2,1.2,7.5,0.0,0.0,Jerry,0 days 00:09:24,7.5
Juan Lopez,2017-05-05 18:29:15,2017-05-05 18:44:15,Cash,2,2.05,11.0,2.56,0.0,Juan,0 days 00:15:00,13.56
Colleen Sanchez,2017-09-06 07:48:50,2017-09-06 07:51:54,Cash,6,0.63,4.5,0.0,0.0,Colleen,0 days 00:03:04,4.5
Johnny Arellano,2017-05-12 07:17:03,2017-05-12 07:21:37,Cash,1,0.74,5.0,1.0,0.0,Johnny,0 days 00:04:34,6.0
William Dillon,2017-04-18 17:07:15,2017-04-18 17:14:04,Card,1,1.11,6.5,1.66,0.0,William,0 days 00:06:49,8.16
Taylor Prince,2017-01-22 10:53:18,2017-01-22 10:56:14,Card,1,0.6,4.5,1.0,0.0,Taylor,0 days 00:02:56,5.5
Ashley Harris,2017-06-24 17:08:07,2017-06-24 17:12:21,Card,1,0.4,4.5,0.0,0.0,Ashley,0 days 00:04:14,4.5
Danielle Woods,2017-05-15 13:07:39,2017-05-15 13:09:49,Cash,2,0.33,3.5,0.0,0.0,Danielle,0 days 00:02:10,3.5
Julia Lopez DVM,2017-02-05 19:17:36,2017-02-05 19:29:43,Cash,1,3.88,14.0,3.7,0.0,Julia,0 days 00:12:07,17.7
Logan Watson,2017-03-01 16:18:30,2017-03-01 16:29:16,Cash,5,1.23,8.5,0.0,0.0,Logan,0 days 00:10:46,8.5
Diane Vaughan,2017-11-05 04:02:36,2017-11-05 04:40:23,Cash,1,11.0,36.0,0.0,0.0,Diane,0 days 00:37:47,36.0
Stephanie Hayes,2017-08-15 18:28:44,2017-08-15 18:39:02,Cash,1,1.82,9.5,2.26,0.0,Stephanie,0 days 00:10:18,11.76
Jonathon Johnston,2017-03-09 00:15:40,2017-03-09 00:28:20,Cash,4,5.4,17.5,2.2,0.0,Jonathon,0 days 00:12:40,19.7
Raymond Mack,2017-05-03 23:51:01,2017-05-04 00:16:42,Cash,1,6.18,22.5,0.0,0.0,Raymond,0 days 00:25:41,22.5
Spencer Galloway,2017-08-11 15:05:46,2017-08-11 15:37:40,Card,1,9.4,31.5,0.0,5.76,Spencer,0 days 00:31:54,37.26
Kelly Robinson,2017-02-13 00:29:09,2017-02-13 00:43:54,Card,1,7.08,21.5,6.0,0.0,Kelly,0 days 00:14:45,27.5
Brian Leon,2017-09-15 20:15:22,2017-09-15 20:22:33,Cash,1,0.75,6.5,0.0,0.0,Brian,0 days 00:07:11,6.5
Christopher Porter,2017-01-21 11:56:55,2017-01-21 12:21:05,Card,1,1.77,15.0,3.16,0.0,Christopher,0 days 00:24:10,18.16
Reginald Dunn,2017-08-11 18:26:05,2017-08-11 18:31:05,Card,2,0.8,5.5,0.0,0.0,Reginald,0 days 00:05:00,5.5
Lawrence Horton,2017-09-27 18:38:28,2017-09-27 18:53:25,Card,1,1.5,10.5,2.46,0.0,Lawrence,0 days 00:14:57,12.96
Margaret Johnson,2017-10-27 08:57:04,2017-10-27 09:02:36,Card,2,1.01,6.0,1.36,0.0,Margaret,0 days 00:05:32,7.36
Sarah Howard,2017-02-01 19:10:13,2017-02-01 19:15:16,Cash,1,0.7,5.5,1.0,0.0,Sarah,0 days 00:05:03,6.5
Gloria Martin,2017-12-19 15:30:41,2017-12-19 16:12:56,Cash,1,3.31,25.0,0.0,0.0,Gloria,0 days 00:42:15,25.0
Dalton Jones,2017-06-25 14:57:44,2017-06-25 15:13:13,Cash,3,2.29,12.0,3.2,0.0,Dalton,0 days 00:15:29,15.2
Jason Smith,2017-12-14 11:48:00,2017-12-15 10:59:44,Card,1,1.91,9.5,2.16,0.0,Jason,0 days 23:11:44,11.66
Mathew Roberts,2017-05-22 13:17:38,2017-05-22 13:28:10,Cash,1,1.66,9.0,0.0,0.0,Mathew,0 days 00:10:32,9.0
Wendy Jackson,2017-07-08 21:50:52,2017-07-08 21:57:45,Card,1,1.1,6.0,0.0,0.0,Wendy,0 days 00:06:53,6.0
Heather Lopez,2017-10-21 07:54:30,2017-10-21 07:57:04,Card,2,0.85,4.5,0.0,0.0,Heather,0 days 00:02:34,4.5
Jessica Munoz,2017-11-17 22:41:53,2017-11-17 22:49:13,Card,3,1.38,7.5,2.2,0.0,Jessica,0 days 00:07:20,9.7
Joe Hill,2017-08-26 11:41:45,2017-08-26 11:46:39,Card,1,0.9,5.5,1.55,0.0,Joe,0 days 00:04:54,7.05
Nichole Russo,2017-06-11 21:31:00,2017-06-11 21:36:37,Cash,5,1.68,7.0,2.08,0.0,Nichole,0 days 00:05:37,9.08
Madison Campbell,2017-06-03 22:48:13,2017-06-03 23:12:40,Cash,1,5.53,20.5,3.2,0.0,Madison,0 days 00:24:27,23.7
Raven Boyd,2017-01-02 15:43:50,2017-01-02 15:47:08,Card,2,0.53,4.5,0.0,0.0,Raven,0 days 00:03:18,4.5
Faith Rivera,2017-07-05 21:46:03,2017-07-05 21:59:28,Card,1,2.2,10.5,0.0,0.0,Faith,0 days 00:13:25,10.5
Erin Williams,2017-08-26 22:13:04,2017-08-26 22:17:52,Cash,1,0.9,5.5,0.0,0.0,Erin,0 days 00:04:48,5.5
Dr. Jose Fisher,2017-03-16 07:42:35,2017-03-16 07:55:15,Card,6,1.9,10.0,1.0,0.0,Dr.,0 days 00:12:40,11.0
Linda Diaz,2017-01-09 22:06:05,2017-01-09 22:20:18,Card,1,2.8,12.0,2.66,0.0,Linda,0 days 00:14:13,14.66
Anthony Lucas,2017-02-25 16:39:32,2017-02-25 16:58:00,Cash,4,3.0,14.0,3.7,0.0,Anthony,0 days 00:18:28,17.7
Cynthia Cabrera,2017-07-25 00:27:48,2017-07-25 00:49:06,Card,1,7.8,24.5,0.0,0.0,Cynthia,0 days 00:21:18,24.5
Ricky Morse,2017-05-30 22:39:09,2017-05-30 22:44:12,Card,2,1.53,6.5,1.56,0.0,Ricky,0 days 00:05:03,8.06
Jerry Smith,2017-06-09 21:01:32,2017-06-09 21:10:13,Card,1,1.8,8.5,0.0,0.0,Jerry,0 days 00:08:41,8.5
Jenna Parks,2017-01-31 13:42:07,2017-01-31 13:45:39,Cash,1,0.4,4.5,0.0,0.0,Jenna,0 days 00:03:32,4.5
Wayne Osborne,2017-01-11 11:38:55,2017-01-11 11:49:15,Cash,2,1.39,8.5,0.0,0.0,Wayne,0 days 00:10:20,8.5
Gregory Sanchez,2017-11-01 20:33:05,2017-11-01 20:55:33,Cash,2,3.19,16.0,3.46,0.0,Gregory,0 days 00:22:28,19.46
Tracey Blake DDS,2017-07-10 17:54:05,2017-07-10 18:56:42,Cash,1,16.87,52.0,0.0,5.76,Tracey,0 days 01:02:37,57.76
Jennifer Anderson,2017-06-16 14:12:09,2017-06-16 14:24:32,Card,1,2.33,10.5,0.0,0.0,Jennifer,0 days 00:12:23,10.5
David Hess,2017-04-15 15:43:34,2017-04-15 15:59:11,Cash,2,2.4,12.5,0.0,0.0,David,0 days 00:15:37,12.5
Shannon Warren,2017-03-13 10:10:23,2017-03-13 10:23:11,Card,1,2.1,11.0,1.0,0.0,Shannon,0 days 00:12:48,12.0
Nicole Lewis,2017-06-21 16:58:02,2017-06-21 17:06:37,Cash,1,1.0,7.0,0.0,0.0,Nicole,0 days 00:08:35,7.0
Judy Miranda,2017-10-11 11:24:36,2017-10-11 11:30:43,Cash,1,1.36,7.0,0.0,0.0,Judy,0 days 00:06:07,7.0
Claire Brandt,2017-08-02 19:33:25,2017-08-02 19:38:25,Cash,2,0.61,5.0,1.7,0.0,Claire,0 days 00:05:00,6.7
George Frederick,2017-01-17 15:01:44,2017-01-17 16:14:36,Cash,3,13.7,54.5,0.0,0.0,George,0 days 01:12:52,54.5
Jeanette Mendez,2017-03-30 23:54:59,2017-03-31 00:06:15,Card,1,1.78,9.5,1.5,0.0,Jeanette,0 days 00:11:16,11.0
Cynthia Montes,2017-04-07 11:37:35,2017-04-07 11:42:49,Card,1,0.4,5.0,0.0,0.0,Cynthia,0 days 00:05:14,5.0
Gabriel Berry,2017-02-06 22:16:10,2017-02-06 22:26:39,Cash,4,1.51,9.0,2.58,0.0,Gabriel,0 days 00:10:29,11.58
Lisa Hill,2017-01-09 07:35:11,2017-01-09 07:38:27,Card,4,0.6,4.5,1.06,0.0,Lisa,0 days 00:03:16,5.5600000000000005
Rebecca Odonnell,2017-06-27 14:15:44,2017-06-27 14:21:18,Cash,1,0.5,5.5,1.0,0.0,Rebecca,0 days 00:05:34,6.5
Ryan Webb,2017-04-28 17:00:50,2017-04-28 17:32:45,Card,1,5.31,22.0,0.0,0.0,Ryan,0 days 00:31:55,22.0
Meredith Peterson,2017-10-30 10:08:39,2017-10-30 10:23:05,Card,1,1.23,10.0,0.0,0.0,Meredith,0 days 00:14:26,10.0
James Herring,2017-01-22 16:30:49,2017-01-22 16:52:47,Card,1,2.8,15.5,3.25,0.0,James,0 days 00:21:58,18.75
Kristi Good,2017-06-06 06:36:53,2017-06-06 06:43:35,Cash,1,1.9,8.0,1.0,0.0,Kristi,0 days 00:06:42,9.0
Joe Long,2017-04-27 22:14:20,2017-04-27 22:31:09,Card,2,2.56,13.5,2.96,0.0,Joe,0 days 00:16:49,16.46
Harry Elliott,2017-11-16 18:35:58,2017-11-16 19:00:30,Cash,3,3.26,17.0,4.7,0.0,Harry,0 days 00:24:32,21.7
David Norman,2017-07-23 02:32:06,2017-07-23 02:43:49,Cash,1,1.9,10.0,2.25,0.0,David,0 days 00:11:43,12.25
Cameron Whitaker,2017-09-05 22:56:35,2017-09-05 23:02:59,Card,1,1.03,6.0,0.0,0.0,Cameron,0 days 00:06:24,6.0
Joshua Stone,2017-11-11 04:16:21,2017-11-11 04:38:56,Card,1,10.2,30.5,6.35,0.0,Joshua,0 days 00:22:35,36.85
Theodore Alexander,2017-10-06 14:18:37,2017-10-06 14:59:12,Card,1,4.24,25.0,0.0,0.0,Theodore,0 days 00:40:35,25.0
Joseph White,2017-05-23 17:18:53,2017-05-23 17:25:37,Card,1,0.95,6.0,1.56,0.0,Joseph,0 days 00:06:44,7.5600000000000005
Susan Ramirez,2017-02-14 18:10:33,2017-02-14 18:23:39,Card,1,1.3,9.5,2.26,0.0,Susan,0 days 00:13:06,11.76
Amy Butler,2017-09-25 11:57:37,2017-09-25 12:11:13,Card,1,1.9,10.5,0.0,0.0,Amy,0 days 00:13:36,10.5
Alyssa Potter,2017-08-07 07:56:48,2017-08-07 08:12:28,Cash,6,2.21,12.0,1.54,0.0,Alyssa,0 days 00:15:40,13.54
Kelly Alexander,2017-03-19 00:09:32,2017-03-19 00:23:49,Card,2,1.93,10.5,2.12,0.0,Kelly,0 days 00:14:17,12.620000000000001
Brenda Vasquez,2017-07-06 18:03:17,2017-07-06 18:18:10,Cash,2,2.62,12.0,1.2,0.0,Brenda,0 days 00:14:53,13.2
Heather Mosley,2017-01-11 13:48:16,2017-01-11 13:52:16,Cash,1,0.9,5.5,0.0,0.0,Heather,0 days 00:04:00,5.5
